state,county,population,date,type,value,lat,long
UT,Kane,7709,2020-03-23,deaths,0,37.28507306,-111.8861752
IL,Kankakee,110024,2020-03-23,cases,3,41.13746989,-87.86205334
IL,Kankakee,110024,2020-03-23,deaths,0,41.13746989,-87.86205334
MO,Kansas City,,2020-03-23,cases,17,39.0997,-94.5786
MO,Kansas City,,2020-03-23,deaths,0,39.0997,-94.5786
TX,Karnes,15650,2020-03-23,cases,0,28.90705334,-97.85960149
TX,Karnes,15650,2020-03-23,deaths,0,28.90705334,-97.85960149
HI,Kauai,,2020-03-23,cases,3,22.03935037,-159.5966786
HI,Kauai,,2020-03-23,deaths,0,22.03935037,-159.5966786
TX,Kaufman,128622,2020-03-23,cases,0,32.5991417,-96.28734728
TX,Kaufman,128622,2020-03-23,deaths,0,32.5991417,-96.28734728
OK,Kay,44161,2020-03-23,cases,5,36.81799745,-97.14421435
OK,Kay,44161,2020-03-23,deaths,0,36.81799745,-97.14421435
NE,Kearney,,2020-03-23,cases,0,40.50663314,-98.94877182
NE,Kearney,,2020-03-23,deaths,0,40.50663314,-98.94877182
KS,Kearny,,2020-03-23,cases,0,38.00017981,-101.321681
KS,Kearny,,2020-03-23,deaths,0,38.00017981,-101.321681
NE,Keith,,2020-03-23,cases,0,41.19930341,-101.6620164
NE,Keith,,2020-03-23,deaths,0,41.19930341,-101.6620164
MS,Kemper,10027,2020-03-23,cases,0,32.75462946,-88.64105766
MS,Kemper,10027,2020-03-23,deaths,0,32.75462946,-88.64105766
AK,Kenai Peninsula,,2020-03-23,cases,3,60.24429722,-151.5388884
AK,Kenai Peninsula,,2020-03-23,deaths,0,60.24429722,-151.5388884
IL,Kendall,127915,2020-03-23,cases,4,41.59081014,-88.42869583
IL,Kendall,127915,2020-03-23,deaths,0,41.59081014,-88.42869583
TX,Kendall,45641,2020-03-23,cases,1,29.94414155,-98.7113588
TX,Kendall,45641,2020-03-23,deaths,0,29.94414155,-98.7113588
TX,Kenedy,442,2020-03-23,cases,0,26.92601662,-97.66413984
TX,Kenedy,442,2020-03-23,deaths,0,26.92601662,-97.66413984
ME,Kennebec,122083,2020-03-23,cases,4,44.40759555,-69.76738544
ME,Kennebec,122083,2020-03-23,deaths,0,44.40759555,-69.76738544
WI,Kenosha,169290,2020-03-23,cases,12,42.57639354,-88.04051686
WI,Kenosha,169290,2020-03-23,deaths,0,42.57639354,-88.04051686
DE,Kent,178550,2020-03-23,cases,6,39.08646628,-75.56884914
DE,Kent,178550,2020-03-23,deaths,0,39.08646628,-75.56884914
MD,Kent,19383,2020-03-23,cases,0,39.24976208,-76.04741541
MD,Kent,19383,2020-03-23,deaths,0,39.24976208,-76.04741541
MI,Kent,653786,2020-03-23,cases,28,43.03197711,-85.54934642
MI,Kent,653786,2020-03-23,deaths,1,43.03197711,-85.54934642
RI,Kent,,2020-03-23,cases,7,41.67106337,-71.57641596
RI,Kent,,2020-03-23,deaths,0,41.67106337,-71.57641596
TX,Kent,726,2020-03-23,cases,0,33.18104136,-100.7780939
TX,Kent,726,2020-03-23,deaths,0,33.18104136,-100.7780939
KY,Kenton,166051,2020-03-23,cases,5,38.93950319,-84.53241199
KY,Kenton,166051,2020-03-23,deaths,0,38.93950319,-84.53241199
IA,Keokuk,10225,2020-03-23,cases,0,41.33649833,-92.1785067
IA,Keokuk,10225,2020-03-23,deaths,0,41.33649833,-92.1785067
CA,Kern,896764,2020-03-23,cases,12,35.34329425,-118.7277796
CA,Kern,896764,2020-03-23,deaths,0,35.34329425,-118.7277796
TX,Kerr,52405,2020-03-23,cases,0,30.06040006,-99.34930144
TX,Kerr,52405,2020-03-23,deaths,0,30.06040006,-99.34930144
SC,Kershaw,65592,2020-03-23,cases,54,34.33988254,-80.58763164
SC,Kershaw,65592,2020-03-23,deaths,1,34.33988254,-80.58763164
AK,Ketchikan Gateway,,2020-03-23,cases,6,55.57445008,-130.975561
AK,Ketchikan Gateway,,2020-03-23,deaths,0,55.57445008,-130.975561
WI,Kewaunee,20383,2020-03-23,cases,0,44.51727459,-87.61468386
WI,Kewaunee,20383,2020-03-23,deaths,0,44.51727459,-87.61468386
MI,Keweenaw,2113,2020-03-23,cases,0,47.63197653,-88.41434263
MI,Keweenaw,2113,2020-03-23,deaths,0,47.63197653,-88.41434263
NE,Keya Paha,,2020-03-23,cases,0,42.87990694,-99.71343729
NE,Keya Paha,,2020-03-23,deaths,0,42.87990694,-99.71343729
ND,Kidder,,2020-03-23,cases,0,46.97830064,-99.77507857
ND,Kidder,,2020-03-23,deaths,0,46.97830064,-99.77507857
NE,Kimball,,2020-03-23,cases,0,41.19774275,-103.7148131
NE,Kimball,,2020-03-23,deaths,0,41.19774275,-103.7148131
TX,Kimble,4362,2020-03-23,cases,0,30.48678918,-99.74856473
TX,Kimble,4362,2020-03-23,deaths,0,30.48678918,-99.74856473
TX,King,277,2020-03-23,cases,0,33.61643847,-100.2558057
TX,King,277,2020-03-23,deaths,0,33.61643847,-100.2558057
WA,King,2233163,2020-03-23,cases,1170,47.49137892,-121.8346131
WA,King,2233163,2020-03-23,deaths,87,47.49137892,-121.8346131
VA,King George,26575,2020-03-23,cases,0,38.26818502,-77.15852768
VA,King George,26575,2020-03-23,deaths,0,38.26818502,-77.15852768
VA,King William,16939,2020-03-23,cases,0,37.70965316,-77.09384941
VA,King William,16939,2020-03-23,deaths,0,37.70965316,-77.09384941
VA,King and Queen,7042,2020-03-23,cases,0,37.71044922,-76.88689628
VA,King and Queen,7042,2020-03-23,deaths,0,37.71044922,-76.88689628
OK,Kingfisher,15816,2020-03-23,cases,0,35.94530008,-97.94193268
OK,Kingfisher,15816,2020-03-23,deaths,0,35.94530008,-97.94193268
KS,Kingman,,2020-03-23,cases,0,37.55909527,-98.13638678
KS,Kingman,,2020-03-23,deaths,0,37.55909527,-98.13638678
CA,Kings,151366,2020-03-23,cases,0,36.07409056,-119.8159973
CA,Kings,151366,2020-03-23,deaths,0,36.07409056,-119.8159973
NY,Kings,,2020-03-23,cases,0,40.6361825,-73.94935552
NY,Kings,,2020-03-23,deaths,0,40.6361825,-73.94935552
SD,Kingsbury,4919,2020-03-23,cases,0,44.36956169,-97.4913945
SD,Kingsbury,4919,2020-03-23,deaths,0,44.36956169,-97.4913945
TX,Kinney,3767,2020-03-23,cases,0,29.34967888,-100.4186638
TX,Kinney,3767,2020-03-23,deaths,0,29.34967888,-100.4186638
CO,Kiowa,1373,2020-03-23,cases,0,38.43260896,-102.7392145
CO,Kiowa,1373,2020-03-23,deaths,0,38.43260896,-102.7392145
KS,Kiowa,,2020-03-23,cases,0,37.55848695,-99.2856537
KS,Kiowa,,2020-03-23,deaths,0,37.55848695,-99.2856537
OK,Kiowa,8729,2020-03-23,cases,0,34.91671958,-98.97720696
OK,Kiowa,8729,2020-03-23,deaths,0,34.91671958,-98.97720696
CO,Kit Carson,7169,2020-03-23,cases,0,39.30497777,-102.6022199
CO,Kit Carson,7169,2020-03-23,deaths,0,39.30497777,-102.6022199
WA,Kitsap,269805,2020-03-23,cases,18,47.63479026,-122.6436061
WA,Kitsap,269805,2020-03-23,deaths,0,47.63479026,-122.6436061
WA,Kittitas,47364,2020-03-23,cases,4,47.12521214,-120.679439
WA,Kittitas,47364,2020-03-23,deaths,0,47.12521214,-120.679439
MN,Kittson,4248,2020-03-23,cases,0,48.77754106,-96.78317184
MN,Kittson,4248,2020-03-23,deaths,0,48.77754106,-96.78317184
OR,Klamath,67653,2020-03-23,cases,1,42.68762984,-121.6496461
OR,Klamath,67653,2020-03-23,deaths,0,42.68762984,-121.6496461
TX,Kleberg,31129,2020-03-23,cases,0,27.42435506,-97.69894948
TX,Kleberg,31129,2020-03-23,deaths,0,27.42435506,-97.69894948
WA,Klickitat,22107,2020-03-23,cases,4,45.87325839,-120.7913598
WA,Klickitat,22107,2020-03-23,deaths,0,45.87325839,-120.7913598
KY,Knott,15126,2020-03-23,cases,0,37.35388197,-82.94981134
KY,Knott,15126,2020-03-23,deaths,0,37.35388197,-82.94981134
IL,Knox,50112,2020-03-23,cases,0,40.93148779,-90.2133034
IL,Knox,50112,2020-03-23,deaths,0,40.93148779,-90.2133034
IN,Knox,36895,2020-03-23,cases,0,38.68861576,-87.4194665
IN,Knox,36895,2020-03-23,deaths,0,38.68861576,-87.4194665
KY,Knox,31304,2020-03-23,cases,0,36.89225732,-83.85403396
KY,Knox,31304,2020-03-23,deaths,0,36.89225732,-83.85403396
ME,Knox,39771,2020-03-23,cases,1,44.11486325,-69.10529169
ME,Knox,39771,2020-03-23,deaths,0,44.11486325,-69.10529169
MO,Knox,3947,2020-03-23,cases,0,40.12699751,-92.14780832
MO,Knox,3947,2020-03-23,deaths,0,40.12699751,-92.14780832
NE,Knox,8419,2020-03-23,cases,2,42.63758421,-97.89178836
NE,Knox,8419,2020-03-23,deaths,0,42.63758421,-97.89178836
OH,Knox,61893,2020-03-23,cases,1,40.39830217,-82.42027563
OH,Knox,61893,2020-03-23,deaths,0,40.39830217,-82.42027563
TN,Knox,465289,2020-03-23,cases,12,35.99508821,-83.94635435
TN,Knox,465289,2020-03-23,deaths,0,35.99508821,-83.94635435
TX,Knox,3653,2020-03-23,cases,0,33.60519951,-99.7422906
TX,Knox,3653,2020-03-23,deaths,0,33.60519951,-99.7422906
AK,Kodiak Island,,2020-03-23,cases,0,57.65529415,-153.7493579
AK,Kodiak Island,,2020-03-23,deaths,0,57.65529415,-153.7493579
MN,Koochiching,12440,2020-03-23,cases,0,48.24539665,-93.78352843
MN,Koochiching,12440,2020-03-23,deaths,0,48.24539665,-93.78352843
ID,Kootenai,161505,2020-03-23,cases,6,47.67282258,-116.7020872
ID,Kootenai,161505,2020-03-23,deaths,0,47.67282258,-116.7020872
IN,Kosciusko,79344,2020-03-23,cases,0,41.24521668,-85.86312322
IN,Kosciusko,79344,2020-03-23,deaths,0,41.24521668,-85.86312322
IA,Kossuth,14908,2020-03-23,cases,1,43.20405458,-94.20691791
IA,Kossuth,14908,2020-03-23,deaths,0,43.20405458,-94.20691791
AK,Kusilvak,,2020-03-23,cases,0,62.1542916,-163.3967883
AK,Kusilvak,,2020-03-23,deaths,0,62.1542916,-163.3967883
WI,La Crosse,118230,2020-03-23,cases,5,43.90632465,-91.11451093
WI,La Crosse,118230,2020-03-23,deaths,0,43.90632465,-91.11451093
AZ,La Paz,21098,2020-03-23,cases,0,33.72854224,-113.9810029
AZ,La Paz,21098,2020-03-23,deaths,0,33.72854224,-113.9810029
CO,La Plata,56446,2020-03-23,cases,0,37.28632032,-107.8429014
CO,La Plata,56446,2020-03-23,deaths,0,37.28632032,-107.8429014
TX,La Salle,7531,2020-03-23,cases,0,28.34453111,-99.09908775
TX,La Salle,7531,2020-03-23,deaths,0,28.34453111,-99.09908775
IN,LaGrange,39330,2020-03-23,cases,0,41.64232188,-85.42674232
IN,LaGrange,39330,2020-03-23,deaths,0,41.64232188,-85.42674232
ND,LaMoure,,2020-03-23,cases,0,46.45681054,-98.53542355
ND,LaMoure,,2020-03-23,deaths,0,46.45681054,-98.53542355
IN,LaPorte,110007,2020-03-23,cases,2,41.54366008,-86.74072188
IN,LaPorte,110007,2020-03-23,deaths,0,41.54366008,-86.74072188
IL,LaSalle,109430,2020-03-23,cases,2,41.3442613,-88.88633881
IL,LaSalle,109430,2020-03-23,deaths,0,41.3442613,-88.88633881
LA,LaSalle,,2020-03-23,cases,0,31.67884782,-92.15907765
LA,LaSalle,,2020-03-23,deaths,0,31.67884782,-92.15907765
KS,Labette,,2020-03-23,cases,0,37.19113093,-95.29849679
KS,Labette,,2020-03-23,deaths,0,37.19113093,-95.29849679
MN,Lac qui Parle,6658,2020-03-23,cases,0,44.9973857,-96.17488219
MN,Lac qui Parle,6658,2020-03-23,deaths,0,44.9973857,-96.17488219
PA,Lackawanna,210793,2020-03-23,cases,7,41.43564672,-75.60379201
PA,Lackawanna,210793,2020-03-23,deaths,0,41.43564672,-75.60379201
MO,Laclede,35713,2020-03-23,cases,0,37.65896829,-92.5888493
MO,Laclede,35713,2020-03-23,deaths,0,37.65896829,-92.5888493
AR,Lafayette,,2020-03-23,cases,0,33.24116713,-93.60677071
AR,Lafayette,,2020-03-23,deaths,0,33.24116713,-93.60677071
FL,Lafayette,8732,2020-03-23,cases,0,29.98484137,-83.18166636
FL,Lafayette,8732,2020-03-23,deaths,0,29.98484137,-83.18166636
LA,Lafayette,,2020-03-23,cases,9,30.2049055,-92.06959876
LA,Lafayette,,2020-03-23,deaths,0,30.2049055,-92.06959876
MS,Lafayette,54793,2020-03-23,cases,5,34.35687874,-89.48490961
MS,Lafayette,54793,2020-03-23,deaths,0,34.35687874,-89.48490961
MO,Lafayette,32598,2020-03-23,cases,1,39.06986886,-93.78076396
MO,Lafayette,32598,2020-03-23,deaths,0,39.06986886,-93.78076396
WI,Lafayette,16665,2020-03-23,cases,0,42.66005229,-90.1317729
WI,Lafayette,16665,2020-03-23,deaths,0,42.66005229,-90.1317729
LA,Lafourche,,2020-03-23,cases,15,29.52470226,-90.40976986
LA,Lafourche,,2020-03-23,deaths,0,29.52470226,-90.40976986
CA,Lake,64382,2020-03-23,cases,0,39.10124298,-122.7536244
CA,Lake,64382,2020-03-23,deaths,0,39.10124298,-122.7536244
CO,Lake,7766,2020-03-23,cases,0,39.20278823,-106.3555697
CO,Lake,7766,2020-03-23,deaths,0,39.20278823,-106.3555697
FL,Lake,356495,2020-03-23,cases,9,28.76202069,-81.7125123
FL,Lake,356495,2020-03-23,deaths,0,28.76202069,-81.7125123
IL,Lake,700832,2020-03-23,cases,96,42.3224907,-88.00367925
IL,Lake,700832,2020-03-23,deaths,0,42.3224907,-88.00367925
IN,Lake,484411,2020-03-23,cases,10,41.41874274,-87.38277575
IN,Lake,484411,2020-03-23,deaths,0,41.41874274,-87.38277575
MI,Lake,11881,2020-03-23,cases,0,43.99050893,-85.802173
MI,Lake,11881,2020-03-23,deaths,0,43.99050893,-85.802173
MN,Lake,10658,2020-03-23,cases,0,47.64270764,-91.44557998
MN,Lake,10658,2020-03-23,deaths,0,47.64270764,-91.44557998
MT,Lake,30250,2020-03-23,cases,0,47.64514965,-114.0898013
MT,Lake,30250,2020-03-23,deaths,0,47.64514965,-114.0898013
OH,Lake,230514,2020-03-23,cases,8,41.69710807,-81.23676539
OH,Lake,230514,2020-03-23,deaths,0,41.69710807,-81.23676539
OR,Lake,7879,2020-03-23,cases,0,42.79246693,-120.3850163
OR,Lake,7879,2020-03-23,deaths,0,42.79246693,-120.3850163
SD,Lake,13057,2020-03-23,cases,0,44.02193107,-97.12926365
SD,Lake,13057,2020-03-23,deaths,0,44.02193107,-97.12926365
TN,Lake,7411,2020-03-23,cases,0,36.3418017,-89.48921915
TN,Lake,7411,2020-03-23,deaths,0,36.3418017,-89.48921915
AK,Lake and Peninsula,,2020-03-23,cases,0,58.62403337,-156.2140589
AK,Lake and Peninsula,,2020-03-23,deaths,0,58.62403337,-156.2140589
MN,Lake of the Woods,3758,2020-03-23,cases,0,48.77217001,-94.90274472
MN,Lake of the Woods,3758,2020-03-23,deaths,0,48.77217001,-94.90274472
AL,Lamar,13844,2020-03-23,cases,1,33.77995024,-88.09668032
AL,Lamar,13844,2020-03-23,deaths,0,33.77995024,-88.09668032
GA,Lamar,19000,2020-03-23,cases,3,33.07841647,-84.14263877
GA,Lamar,19000,2020-03-23,deaths,0,33.07841647,-84.14263877
MS,Lamar,62447,2020-03-23,cases,1,31.20572971,-89.5077704
MS,Lamar,62447,2020-03-23,deaths,0,31.20572971,-89.5077704
TX,Lamar,49728,2020-03-23,cases,1,33.66981763,-95.57404777
TX,Lamar,49728,2020-03-23,deaths,0,33.66981763,-95.57404777
TX,Lamb,13158,2020-03-23,cases,0,34.06859623,-102.3516289
TX,Lamb,13158,2020-03-23,deaths,0,34.06859623,-102.3516289
VT,Lamoille,,2020-03-23,cases,1,44.60353043,-72.64356694
VT,Lamoille,,2020-03-23,deaths,0,44.60353043,-72.64356694
TX,Lampasas,21229,2020-03-23,cases,0,31.19531316,-98.24206613
TX,Lampasas,21229,2020-03-23,deaths,0,31.19531316,-98.24206613
NE,Lancaster,,2020-03-23,cases,2,40.78416049,-96.68777155
NE,Lancaster,,2020-03-23,deaths,0,40.78416049,-96.68777155
PA,Lancaster,543557,2020-03-23,cases,5,40.03904563,-76.24770128
PA,Lancaster,543557,2020-03-23,deaths,0,40.03904563,-76.24770128
SC,Lancaster,95380,2020-03-23,cases,7,34.68270843,-80.70513032
SC,Lancaster,95380,2020-03-23,deaths,0,34.68270843,-80.70513032
VA,Lancaster,10783,2020-03-23,cases,0,37.71889653,-76.46400482
VA,Lancaster,10783,2020-03-23,deaths,0,37.71889653,-76.46400482
NV,Lander,,2020-03-23,cases,0,39.9332233,-117.0397075
NV,Lander,,2020-03-23,deaths,0,39.9332233,-117.0397075
KS,Lane,,2020-03-23,cases,0,38.48119447,-100.4660754
KS,Lane,,2020-03-23,deaths,0,38.48119447,-100.4660754
OR,Lane,379611,2020-03-23,cases,4,43.93727035,-122.847753
OR,Lane,379611,2020-03-23,deaths,1,43.93727035,-122.847753
WI,Langlade,19268,2020-03-23,cases,0,45.26271619,-89.07483625
WI,Langlade,19268,2020-03-23,deaths,0,45.26271619,-89.07483625
GA,Lanier,10340,2020-03-23,cases,0,31.0382857,-83.06472457
GA,Lanier,10340,2020-03-23,deaths,0,31.0382857,-83.06472457
MI,Lapeer,88028,2020-03-23,cases,0,43.09052506,-83.22153148
MI,Lapeer,88028,2020-03-23,deaths,0,43.09052506,-83.22153148
WY,Laramie,98976,2020-03-23,cases,6,41.3070252,-104.6887497
WY,Laramie,98976,2020-03-23,deaths,0,41.3070252,-104.6887497
CO,Larimer,350424,2020-03-23,cases,34,40.66671597,-105.4625784
CO,Larimer,350424,2020-03-23,deaths,0,40.66671597,-105.4625784
KY,Larue,14307,2020-03-23,cases,0,37.54567114,-85.70138352
KY,Larue,14307,2020-03-23,deaths,0,37.54567114,-85.70138352
CO,Las Animas,14529,2020-03-23,cases,0,37.3153406,-104.0376458
CO,Las Animas,14529,2020-03-23,deaths,0,37.3153406,-104.0376458
CA,Lassen,30802,2020-03-23,cases,0,40.67311306,-120.5935099
CA,Lassen,30802,2020-03-23,deaths,0,40.67311306,-120.5935099
ID,Latah,40134,2020-03-23,cases,0,46.81587887,-116.7113698
ID,Latah,40134,2020-03-23,deaths,0,46.81587887,-116.7113698
OK,Latimer,10231,2020-03-23,cases,0,34.87844729,-95.25215049
OK,Latimer,10231,2020-03-23,deaths,0,34.87844729,-95.25215049
AL,Lauderdale,92387,2020-03-23,cases,3,34.90171875,-87.65624729
AL,Lauderdale,92387,2020-03-23,deaths,0,34.90171875,-87.65624729
MS,Lauderdale,75317,2020-03-23,cases,0,32.40419769,-88.66229662
MS,Lauderdale,75317,2020-03-23,deaths,0,32.40419769,-88.66229662
TN,Lauderdale,25825,2020-03-23,cases,0,35.75893438,-89.6301591
TN,Lauderdale,25825,2020-03-23,deaths,0,35.75893438,-89.6301591
KY,Laurel,60669,2020-03-23,cases,0,37.10975748,-84.11321779
KY,Laurel,60669,2020-03-23,deaths,0,37.10975748,-84.11321779
GA,Laurens,47325,2020-03-23,cases,2,32.46325233,-82.92221316
GA,Laurens,47325,2020-03-23,deaths,0,32.46325233,-82.92221316
SC,Laurens,66994,2020-03-23,cases,0,34.48244419,-82.00490796
SC,Laurens,66994,2020-03-23,deaths,0,34.48244419,-82.00490796
TX,Lavaca,20110,2020-03-23,cases,1,29.38508402,-96.93186692
TX,Lavaca,20110,2020-03-23,deaths,0,29.38508402,-96.93186692
AL,Lawrence,32957,2020-03-23,cases,0,34.52041498,-87.31069453
AL,Lawrence,32957,2020-03-23,deaths,0,34.52041498,-87.31069453
AR,Lawrence,,2020-03-23,cases,1,36.04188196,-91.10867198
AR,Lawrence,,2020-03-23,deaths,0,36.04188196,-91.10867198
IL,Lawrence,15765,2020-03-23,cases,0,38.71987914,-87.72884035
IL,Lawrence,15765,2020-03-23,deaths,0,38.71987914,-87.72884035
IN,Lawrence,45668,2020-03-23,cases,0,38.84112637,-86.48361629
IN,Lawrence,45668,2020-03-23,deaths,0,38.84112637,-86.48361629
KY,Lawrence,15571,2020-03-23,cases,0,38.07136018,-82.72882223
KY,Lawrence,15571,2020-03-23,deaths,0,38.07136018,-82.72882223
MS,Lawrence,12455,2020-03-23,cases,2,31.55147224,-90.10841127
MS,Lawrence,12455,2020-03-23,deaths,0,31.55147224,-90.10841127
MO,Lawrence,38359,2020-03-23,cases,0,37.10626634,-93.83293097
MO,Lawrence,38359,2020-03-23,deaths,0,37.10626634,-93.83293097
OH,Lawrence,59866,2020-03-23,cases,0,38.59743452,-82.53466552
OH,Lawrence,59866,2020-03-23,deaths,0,38.59743452,-82.53466552
PA,Lawrence,86184,2020-03-23,cases,0,40.99206278,-80.33393706
PA,Lawrence,86184,2020-03-23,deaths,0,40.99206278,-80.33393706
SD,Lawrence,25741,2020-03-23,cases,0,44.35919441,-103.7929428
SD,Lawrence,25741,2020-03-23,deaths,0,44.35919441,-103.7929428
TN,Lawrence,43734,2020-03-23,cases,0,35.21675201,-87.39787695
TN,Lawrence,43734,2020-03-23,deaths,0,35.21675201,-87.39787695
OK,Le Flore,49980,2020-03-23,cases,0,34.89851864,-94.70392124
OK,Le Flore,49980,2020-03-23,deaths,0,34.89851864,-94.70392124
MN,Le Sueur,28494,2020-03-23,cases,1,44.37136597,-93.72844721
MN,Le Sueur,28494,2020-03-23,deaths,0,44.37136597,-93.72844721
NM,Lea,,2020-03-23,cases,1,32.79215361,-103.4123733
NM,Lea,,2020-03-23,deaths,0,32.79215361,-103.4123733
MS,Leake,22763,2020-03-23,cases,1,32.7536828,-89.52402044
MS,Leake,22763,2020-03-23,deaths,0,32.7536828,-89.52402044
KS,Leavenworth,,2020-03-23,cases,5,39.20183497,-95.03620809
KS,Leavenworth,,2020-03-23,deaths,0,39.20183497,-95.03620809
PA,Lebanon,141314,2020-03-23,cases,3,40.36680311,-76.45651841
PA,Lebanon,141314,2020-03-23,deaths,0,40.36680311,-76.45651841
AL,Lee,163941,2020-03-23,cases,19,32.60154883,-85.35132246
AL,Lee,163941,2020-03-23,deaths,0,32.60154883,-85.35132246
AR,Lee,,2020-03-23,cases,0,34.78498904,-90.78383866
AR,Lee,,2020-03-23,deaths,0,34.78498904,-90.78383866
FL,Lee,754610,2020-03-23,cases,30,26.58410348,-81.88399313
FL,Lee,754610,2020-03-23,deaths,2,26.58410348,-81.88399313
GA,Lee,29764,2020-03-23,cases,16,31.7793306,-84.14324253
GA,Lee,29764,2020-03-23,deaths,0,31.7793306,-84.14324253
IL,Lee,34223,2020-03-23,cases,0,41.74583951,-89.29977132
IL,Lee,34223,2020-03-23,deaths,0,41.74583951,-89.29977132
IA,Lee,34055,2020-03-23,cases,0,40.64181461,-91.48183025
IA,Lee,34055,2020-03-23,deaths,0,40.64181461,-91.48183025
KY,Lee,7033,2020-03-23,cases,0,37.59645942,-83.71513901
KY,Lee,7033,2020-03-23,deaths,0,37.59645942,-83.71513901
MS,Lee,85202,2020-03-23,cases,8,34.2918775,-88.68149954
MS,Lee,85202,2020-03-23,deaths,0,34.2918775,-88.68149954
NC,Lee,61452,2020-03-23,cases,1,35.47623147,-79.17569362
NC,Lee,61452,2020-03-23,deaths,0,35.47623147,-79.17569362
SC,Lee,17142,2020-03-23,cases,2,34.16393091,-80.25690731
SC,Lee,17142,2020-03-23,deaths,0,34.16393091,-80.25690731
TX,Lee,17144,2020-03-23,cases,0,30.31120597,-96.97045773
TX,Lee,17144,2020-03-23,deaths,0,30.31120597,-96.97045773
VA,Lee,23541,2020-03-23,cases,2,36.70586667,-83.12606515
VA,Lee,23541,2020-03-23,deaths,0,36.70586667,-83.12606515
MI,Leelanau,21764,2020-03-23,cases,1,44.94430054,-85.80150326
MI,Leelanau,21764,2020-03-23,deaths,0,44.94430054,-85.80150326
MS,Leflore,28919,2020-03-23,cases,9,33.55545125,-90.29900733
MS,Leflore,28919,2020-03-23,deaths,0,33.55545125,-90.29900733
PA,Lehigh,368100,2020-03-23,cases,25,40.6154815,-75.59435245
PA,Lehigh,368100,2020-03-23,deaths,1,40.6154815,-75.59435245
ID,Lemhi,7961,2020-03-23,cases,0,44.9438088,-113.9309747
ID,Lemhi,7961,2020-03-23,deaths,0,44.9438088,-113.9309747
MI,Lenawee,98266,2020-03-23,cases,0,41.89475156,-84.06603727
MI,Lenawee,98266,2020-03-23,deaths,0,41.89475156,-84.06603727
NC,Lenoir,55976,2020-03-23,cases,0,35.2403259,-77.64245615
NC,Lenoir,55976,2020-03-23,deaths,0,35.2403259,-77.64245615
FL,Leon,292502,2020-03-23,cases,6,30.45955727,-84.27491114
FL,Leon,292502,2020-03-23,deaths,1,30.45955727,-84.27491114
TX,Leon,17270,2020-03-23,cases,0,31.29872538,-95.9936328
TX,Leon,17270,2020-03-23,deaths,0,31.29872538,-95.9936328
KY,Leslie,10143,2020-03-23,cases,0,37.09246661,-83.37999606
KY,Leslie,10143,2020-03-23,deaths,0,37.09246661,-83.37999606
KY,Letcher,21899,2020-03-23,cases,0,37.12306748,-82.85346474
KY,Letcher,21899,2020-03-23,deaths,0,37.12306748,-82.85346474
FL,Levy,40770,2020-03-23,cases,0,29.31829741,-82.74007147
FL,Levy,40770,2020-03-23,deaths,0,29.31829741,-82.74007147
ID,Lewis,3861,2020-03-23,cases,0,46.23315327,-116.434146
ID,Lewis,3861,2020-03-23,deaths,0,46.23315327,-116.434146
KY,Lewis,13257,2020-03-23,cases,0,38.53184419,-83.37735618
KY,Lewis,13257,2020-03-23,deaths,0,38.53184419,-83.37735618
MO,Lewis,9855,2020-03-23,cases,0,40.09673161,-91.72070156
MO,Lewis,9855,2020-03-23,deaths,0,40.09673161,-91.72070156
NY,Lewis,,2020-03-23,cases,0,43.7844157,-75.44903992
NY,Lewis,,2020-03-23,deaths,0,43.7844157,-75.44903992
TN,Lewis,12086,2020-03-23,cases,0,35.52853208,-87.49022694
TN,Lewis,12086,2020-03-23,deaths,0,35.52853208,-87.49022694
WA,Lewis,79604,2020-03-23,cases,2,46.57756476,-122.3925769
WA,Lewis,79604,2020-03-23,deaths,0,46.57756476,-122.3925769
WV,Lewis,16024,2020-03-23,cases,0,38.9947249,-80.49988181
WV,Lewis,16024,2020-03-23,deaths,0,38.9947249,-80.49988181
MT,Lewis and Clark,68700,2020-03-23,cases,3,47.12610041,-112.394698
MT,Lewis and Clark,68700,2020-03-23,deaths,0,47.12610041,-112.394698
SC,Lexington,295032,2020-03-23,cases,17,33.89665987,-81.27146426
SC,Lexington,295032,2020-03-23,deaths,1,33.89665987,-81.27146426
VA,Lexington,,2020-03-23,cases,0,37.78258621,-79.44262866
VA,Lexington,,2020-03-23,deaths,0,37.78258621,-79.44262866
FL,Liberty,8457,2020-03-23,cases,0,30.23766008,-84.8829258
FL,Liberty,8457,2020-03-23,deaths,0,30.23766008,-84.8829258
GA,Liberty,61497,2020-03-23,cases,0,31.82588896,-81.49251135
GA,Liberty,61497,2020-03-23,deaths,0,31.82588896,-81.49251135
MT,Liberty,2430,2020-03-23,cases,0,48.56084317,-111.024307
MT,Liberty,2430,2020-03-23,deaths,0,48.56084317,-111.024307
TX,Liberty,86323,2020-03-23,cases,1,30.15152688,-94.81205615
TX,Liberty,86323,2020-03-23,deaths,0,30.15152688,-94.81205615
OH,Licking,175769,2020-03-23,cases,1,40.09136236,-82.48185785
OH,Licking,175769,2020-03-23,deaths,0,40.09136236,-82.48185785
AL,Limestone,96174,2020-03-23,cases,1,34.81185586,-86.98310072
AL,Limestone,96174,2020-03-23,deaths,0,34.81185586,-86.98310072
TX,Limestone,23519,2020-03-23,cases,0,31.5454767,-96.58095444
