date,state,positive,negative,pending,hospitalized,death,total,dateChecked,totalTestResults,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,population,region,pos100k,death100k
2020-03-07,NV,1,14,,,,15,2020-03-07T21:00:00Z,15,0,0,0,0,0,3080156,w,0.0324658880913824,
2020-03-07,NY,76,92,236,,,404,2020-03-07T21:00:00Z,168,0,0,0,43,43,19453561,ne,0.390673974805949,
2020-03-07,OH,0,9,5,,,14,2020-03-07T21:00:00Z,9,0,0,1,0,1,11689100,mw,0,
2020-03-07,OK,1,,,,,1,2020-03-07T21:00:00Z,1,,,,,,3956971,s,0.0252718556693997,
2020-03-07,OR,7,77,40,,,124,2020-03-07T21:00:00Z,84,0,0,13,4,17,4217737,w,0.165965777382516,
2020-03-07,PA,2,,,,,2,2020-03-07T21:00:00Z,2,0,0,0,0,0,12801989,ne,0.0156225723987109,
2020-03-07,RI,2,,,,,2,2020-03-07T21:00:00Z,2,,,,,,1059361,ne,0.188793055436249,
2020-03-07,SC,2,8,,,,10,2020-03-07T21:00:00Z,10,0,0,3,2,5,5148714,s,0.0388446513051609,
2020-03-07,SD,0,5,0,,,5,2020-03-07T21:00:00Z,5,,,,,,884659,mw,0,
2020-03-07,TN,1,,,,,1,2020-03-07T21:00:00Z,1,0,0,0,0,0,6833174,s,0.014634487574881,
2020-03-07,TX,8,,,,,8,2020-03-07T21:00:00Z,8,0,0,0,3,3,28995881,s,0.0275901256457771,
2020-03-07,UT,1,,,,,1,2020-03-07T21:00:00Z,1,,,,,,3205958,w,0.0311919245355055,
2020-03-07,VA,0,31,7,,,38,2020-03-07T21:00:00Z,31,0,0,10,0,10,8535519,s,0,
2020-03-07,VT,0,16,,,,16,2020-03-07T21:00:00Z,16,0,0,8,0,8,623989,ne,0,
2020-03-07,WA,102,370,66,,,538,2020-03-07T21:00:00Z,472,0,0,0,23,23,7614893,w,1.33948041029598,
2020-03-07,WI,1,31,12,,,44,2020-03-07T21:00:00Z,32,0,0,0,0,0,5822434,mw,0.0171749477967462,
2020-03-07,WV,0,2,3,,,5,2020-03-07T21:00:00Z,2,0,0,1,0,1,1792065,s,0,
2020-03-07,WY,0,,,,,0,2020-03-07T21:00:00Z,0,,,,,,578759,w,0,
2020-03-06,AK,0,8,1,,,9,2020-03-06T21:00:00Z,8,,,,,,731545,w,0,
2020-03-06,AR,0,6,0,,,6,2020-03-06T21:00:00Z,6,,,,,,3017825,s,0,
2020-03-06,AZ,3,33,15,,,51,2020-03-06T21:00:00Z,36,0,0,5,1,6,7278717,w,0.0412160549723255,
2020-03-06,CA,60,462,,,,522,2020-03-06T21:00:00Z,522,0,0,0,7,7,39512223,w,0.15185174471201,
2020-03-06,CO,2,46,30,,,78,2020-03-06T21:00:00Z,48,0,0,27,2,29,5758736,w,0.0347298434934333,
2020-03-06,DC,0,8,1,,,9,2020-03-06T21:00:00Z,8,0,0,2,0,2,705749,s,0,
2020-03-06,DE,0,10,0,,,10,2020-03-06T21:00:00Z,10,,,,,,973764,s,0,
2020-03-06,FL,9,55,51,,,115,2020-03-06T21:00:00Z,64,0,0,24,0,24,21477737,s,0.0419038560719875,
2020-03-06,GA,2,,,,,2,2020-03-06T21:00:00Z,2,0,0,0,0,0,10617423,s,0.0188369626038258,
2020-03-06,IA,0,15,2,,,17,2020-03-06T21:00:00Z,15,,,,,,3155070,mw,0,
2020-03-06,IL,5,180,35,,,220,2020-03-06T21:00:00Z,185,0,0,15,0,15,12671821,mw,0.0394576280709773,
2020-03-06,IN,1,,,,,1,2020-03-06T21:00:00Z,1,,,,,,6732219,mw,0.0148539434026136,
2020-03-06,KS,0,4,0,,,4,2020-03-06T21:00:00Z,4,,,,,,2913314,mw,0,
2020-03-06,KY,0,7,3,,,10,2020-03-06T21:00:00Z,7,,,,,,4467673,s,0,
2020-03-06,MA,8,,,,,8,2020-03-06T21:00:00Z,8,0,0,0,6,6,6949503,ne,0.115116145715744,
2020-03-06,MD,3,26,12,,,41,2020-03-06T21:00:00Z,29,0,0,9,3,12,6045680,s,0.0496222095777481,
2020-03-06,MI,0,8,8,,,16,2020-03-06T21:00:00Z,8,0,0,0,0,0,9986857,mw,0,
2020-03-06,MN,0,36,,,,36,2020-03-06T21:00:00Z,36,,,,,,5639632,mw,0,
2020-03-06,NC,2,,,,,2,2020-03-06T21:00:00Z,2,0,0,0,1,1,10488084,s,0.0190692599334635,
2020-03-06,NE,0,17,5,,,22,2020-03-06T21:00:00Z,17,0,0,0,0,0,1934408,mw,0,
2020-03-06,NH,2,20,3,,,25,2020-03-06T21:00:00Z,22,0,0,4,0,4,1359711,ne,0.147090080171448,
2020-03-06,NJ,1,,,,,1,2020-03-06T21:00:00Z,1,0,0,0,0,0,8882190,ne,0.0112584846755136,
2020-03-06,NM,0,16,0,,,16,2020-03-06T21:00:00Z,16,,,,,,2096829,w,0,
2020-03-06,NV,1,14,,,,15,2020-03-06T21:00:00Z,15,0,0,0,0,0,3080156,w,0.0324658880913824,
2020-03-06,NY,33,92,236,,,361,2020-03-06T21:00:00Z,125,0,0,16,11,27,19453561,ne,0.169634752218373,
2020-03-06,OH,0,8,2,,,10,2020-03-06T21:00:00Z,8,0,0,1,0,1,11689100,mw,0,
2020-03-06,OR,3,64,28,,,95,2020-03-06T21:00:00Z,67,0,0,19,0,19,4217737,w,0.0711281903067925,
2020-03-06,PA,2,,,,,2,2020-03-06T21:00:00Z,2,,,,,,12801989,ne,0.0156225723987109,
2020-03-06,SC,0,5,0,,,5,2020-03-06T21:00:00Z,5,0,0,0,0,0,5148714,s,0,
2020-03-06,TN,1,,,,,1,2020-03-06T21:00:00Z,1,0,0,0,0,0,6833174,s,0.014634487574881,
2020-03-06,TX,5,,,,,5,2020-03-06T21:00:00Z,5,0,0,0,4,4,28995881,s,0.0172438285286107,
2020-03-06,VA,0,21,10,,,31,2020-03-06T21:00:00Z,21,0,0,3,0,3,8535519,s,0,
2020-03-06,VT,0,8,,,,8,2020-03-06T21:00:00Z,8,,,,,,623989,ne,0,
2020-03-06,WA,79,370,,,,449,2020-03-06T21:00:00Z,449,0,0,370,9,379,7614893,w,1.03744070993512,
2020-03-06,WI,1,31,12,,,44,2020-03-06T21:00:00Z,32,0,0,12,0,12,5822434,mw,0.0171749477967462,
2020-03-06,WV,0,1,4,,,5,2020-03-06T21:00:00Z,1,,,,,,1792065,s,0,
2020-03-05,AZ,2,28,6,,,36,2020-03-05T21:00:00Z,30,0,0,1,0,1,7278717,w,0.0274773699815503,
2020-03-05,CA,53,462,,,,515,2020-03-05T21:00:00Z,515,0,0,0,0,0,39512223,w,0.134135707828942,
2020-03-05,CO,0,19,21,,,40,2020-03-05T21:00:00Z,19,,,,,,5758736,w,0,
2020-03-05,DC,0,6,2,,,8,2020-03-05T21:00:00Z,6,,,,,,705749,s,0,
2020-03-05,FL,9,31,69,,,109,2020-03-05T21:00:00Z,40,0,0,7,7,14,21477737,s,0.0419038560719875,
2020-03-05,GA,2,,,,,2,2020-03-05T21:00:00Z,2,0,0,0,0,0,10617423,s,0.0188369626038258,
2020-03-05,IL,5,165,27,,,197,2020-03-05T21:00:00Z,170,0,0,41,1,42,12671821,mw,0.0394576280709773,
2020-03-05,MA,2,,,,,2,2020-03-05T21:00:00Z,2,0,0,0,0,0,6949503,ne,0.028779036428936,
2020-03-05,MD,0,17,14,,,31,2020-03-05T21:00:00Z,17,,,,,,6045680,s,0,
2020-03-05,MI,0,8,0,,,8,2020-03-05T21:00:00Z,8,,,,,,9986857,mw,0,
2020-03-05,NC,1,,,,,1,2020-03-05T21:00:00Z,1,0,0,0,0,0,10488084,s,0.00953462996673177,
2020-03-05,NE,0,17,5,,,22,2020-03-05T21:00:00Z,17,,,,,,1934408,mw,0,
2020-03-05,NH,2,16,4,,,22,2020-03-05T21:00:00Z,18,0,0,6,0,6,1359711,ne,0.147090080171448,
2020-03-05,NJ,1,,,,,1,2020-03-05T21:00:00Z,1,,,,,,8882190,ne,0.0112584846755136,
2020-03-05,NV,1,14,,,,15,2020-03-05T21:00:00Z,15,,,,,,3080156,w,0.0324658880913824,
2020-03-05,NY,22,76,24,,,122,2020-03-05T21:00:00Z,98,0,0,28,16,44,19453561,ne,0.113089834812249,
2020-03-05,OH,0,7,3,,,10,2020-03-05T21:00:00Z,7,,,,,,11689100,mw,0,
2020-03-05,OR,3,45,13,,,61,2020-03-05T21:00:00Z,48,0,0,16,0,16,4217737,w,0.0711281903067925,
2020-03-05,SC,0,5,0,,,5,2020-03-05T21:00:00Z,5,0,0,0,0,0,5148714,s,0,
2020-03-05,TN,1,,,,,1,2020-03-05T21:00:00Z,1,,,,,,6833174,s,0.014634487574881,
2020-03-05,TX,1,,,,,1,2020-03-05T21:00:00Z,1,0,0,0,0,0,28995881,s,0.00344876570572213,
2020-03-05,VA,0,18,3,,,21,2020-03-05T21:00:00Z,18,,,,,,8535519,s,0,
2020-03-05,WA,70,,,,,70,2020-03-05T21:00:00Z,70,0,0,0,31,31,7614893,w,0.919251261967831,
2020-03-05,WI,1,19,6,,,26,2020-03-05T21:00:00Z,20,0,0,0,0,0,5822434,mw,0.0171749477967462,
2020-03-04,AZ,2,27,5,,,34,2020-03-04T21:00:00Z,29,,,,,,7278717,w,0.0274773699815503,
2020-03-04,CA,53,462,,,,515,2020-03-04T21:00:00Z,515,,,,,,39512223,w,0.134135707828942,
2020-03-04,FL,2,24,16,,,42,2020-03-04T21:00:00Z,26,,,,,,21477737,s,0.00931196801599722,
2020-03-04,GA,2,,,,,2,2020-03-04T21:00:00Z,2,,,,,,10617423,s,0.0188369626038258,
2020-03-04,IL,4,124,27,,,155,2020-03-04T21:00:00Z,128,,,,,,12671821,mw,0.0315661024567819,
2020-03-04,MA,2,,,,,2,2020-03-04T21:00:00Z,2,,,,,,6949503,ne,0.028779036428936,
2020-03-04,NC,1,,,,,1,2020-03-04T21:00:00Z,1,,,,,,10488084,s,0.00953462996673177,
2020-03-04,NH,2,10,7,,,19,2020-03-04T21:00:00Z,12,,,,,,1359711,ne,0.147090080171448,
2020-03-04,NY,6,48,24,,,78,2020-03-04T21:00:00Z,54,,,,,,19453561,ne,0.0308426822215223,
2020-03-04,OR,3,29,18,,,50,2020-03-04T21:00:00Z,32,,,,,,4217737,w,0.0711281903067925,
2020-03-04,SC,0,5,0,,,5,2020-03-04T21:00:00Z,5,,,,,,5148714,s,0,
2020-03-04,TX,1,,,,,1,2020-03-04T21:00:00Z,1,,,,,,28995881,s,0.00344876570572213,
2020-03-04,WA,39,,,,,39,2020-03-04T21:00:00Z,39,,,,,,7614893,w,0.512154274524934,
2020-03-04,WI,1,19,6,,,26,2020-03-04T21:00:00Z,20,,,,,,5822434,mw,0.0171749477967462,
